ID,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15
MAX,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0
1,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0
2,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0
3,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0
4,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0
5,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0
6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
7,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0
8,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0
9,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0
10,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0
11,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0
12,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0
13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0
15,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0
16,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0
