ID,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15
Max ,13,13,14,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,7,7,9,0,0,0,0,0,0,0,0,0,0,0,0
3,10,6,8,0,0,0,0,0,0,0,0,0,0,0,0
4,11,6,6,0,0,0,0,0,0,0,0,0,0,0,0
5,11,9,12,0,0,0,0,0,0,0,0,0,0,0,0
6,9,9,2,0,0,0,0,0,0,0,0,0,0,0,0
7,7,11,3,0,0,0,0,0,0,0,0,0,0,0,0
8,9,7,2,0,0,0,0,0,0,0,0,0,0,0,0
9,10,10,7,0,0,0,0,0,0,0,0,0,0,0,0
10,13,5,4,0,0,0,0,0,0,0,0,0,0,0,0
11,7,5,4,0,0,0,0,0,0,0,0,0,0,0,0
12,10,8,8,0,0,0,0,0,0,0,0,0,0,0,0
13,8,7,6,0,0,0,0,0,0,0,0,0,0,0,0
14,9,6,7,0,0,0,0,0,0,0,0,0,0,0,0
15,12,8,5,0,0,0,0,0,0,0,0,0,0,0,0
16,10,9,8,0,0,0,0,0,0,0,0,0,0,0,0
17,13,9,5,0,0,0,0,0,0,0,0,0,0,0,0
18,6,12,6,0,0,0,0,0,0,0,0,0,0,0,0
19,6,7,4,0,0,0,0,0,0,0,0,0,0,0,0
20,8,5,5,0,0,0,0,0,0,0,0,0,0,0,0
21,11,9,7,0,0,0,0,0,0,0,0,0,0,0,0
22,10,5,1,0,0,0,0,0,0,0,0,0,0,0,0
23,13,10,13,0,0,0,0,0,0,0,0,0,0,0,0
24,13,9,7,0,0,0,0,0,0,0,0,0,0,0,0
25,10,9,12,0,0,0,0,0,0,0,0,0,0,0,0
26,13,9,11,0,0,0,0,0,0,0,0,0,0,0,0
27,7,5,2,0,0,0,0,0,0,0,0,0,0,0,0
28,10,13,10,0,0,0,0,0,0,0,0,0,0,0,0
29,11,9,7,0,0,0,0,0,0,0,0,0,0,0,0
30,11,11,10,0,0,0,0,0,0,0,0,0,0,0,0
31,8,6,9,0,0,0,0,0,0,0,0,0,0,0,0
32,13,10,8,0,0,0,0,0,0,0,0,0,0,0,0
33,11,10,10,0,0,0,0,0,0,0,0,0,0,0,0
34,9,9,6,0,0,0,0,0,0,0,0,0,0,0,0
35,11,10,4,0,0,0,0,0,0,0,0,0,0,0,0
36,7,8,9,0,0,0,0,0,0,0,0,0,0,0,0
37,11,11,6,0,0,0,0,0,0,0,0,0,0,0,0
38,13,12,5,0,0,0,0,0,0,0,0,0,0,0,0
39,13,10,9,0,0,0,0,0,0,0,0,0,0,0,0
40,11,5,8,0,0,0,0,0,0,0,0,0,0,0,0
41,13,8,4,0,0,0,0,0,0,0,0,0,0,0,0
42,13,11,3,0,0,0,0,0,0,0,0,0,0,0,0
43,8,8,3,0,0,0,0,0,0,0,0,0,0,0,0
44,8,9,10,0,0,0,0,0,0,0,0,0,0,0,0
45,13,9,8,0,0,0,0,0,0,0,0,0,0,0,0
46,13,12,10,0,0,0,0,0,0,0,0,0,0,0,0
47,10,10,4,0,0,0,0,0,0,0,0,0,0,0,0
48,6,1,3,0,0,0,0,0,0,0,0,0,0,0,0
49,10,9,12,0,0,0,0,0,0,0,0,0,0,0,0
50,9,12,10,0,0,0,0,0,0,0,0,0,0,0,0
51,10,4,6,0,0,0,0,0,0,0,0,0,0,0,0
52,7,12,4,0,0,0,0,0,0,0,0,0,0,0,0
53,10,10,8,0,0,0,0,0,0,0,0,0,0,0,0
54,4,6,2,0,0,0,0,0,0,0,0,0,0,0,0
55,9,7,1,0,0,0,0,0,0,0,0,0,0,0,0
56,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0
57,5,7,3,0,0,0,0,0,0,0,0,0,0,0,0
58,13,13,7,0,0,0,0,0,0,0,0,0,0,0,0
59,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0
60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,6,9,10,0,0,0,0,0,0,0,0,0,0,0,0
62,13,11,9,0,0,0,0,0,0,0,0,0,0,0,0
63,11,10,10,0,0,0,0,0,0,0,0,0,0,0,0
64,10,7,9,0,0,0,0,0,0,0,0,0,0,0,0
65,8,8,6,0,0,0,0,0,0,0,0,0,0,0,0
66,13,13,11,0,0,0,0,0,0,0,0,0,0,0,0
67,6,7,1,0,0,0,0,0,0,0,0,0,0,0,0
68,12,9,8,0,0,0,0,0,0,0,0,0,0,0,0
69,5,7,10,0,0,0,0,0,0,0,0,0,0,0,0
70,3,10,8,0,0,0,0,0,0,0,0,0,0,0,0
71,13,11,10,0,0,0,0,0,0,0,0,0,0,0,0
72,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0
73,13,9,6,0,0,0,0,0,0,0,0,0,0,0,0
74,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,6,7,1,0,0,0,0,0,0,0,0,0,0,0,0
76,13,10,7,0,0,0,0,0,0,0,0,0,0,0,0
77,13,6,5,0,0,0,0,0,0,0,0,0,0,0,0
78,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0
