ID,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15
max,15,15,20,0,0,0,0,0,0,0,0,0,0,0,0
1,13,4,4,0,0,0,0,0,0,0,0,0,0,0,0
2,10,2,2,0,0,0,0,0,0,0,0,0,0,0,0
3,10,8,13,0,0,0,0,0,0,0,0,0,0,0,0
4,10,8,11,0,0,0,0,0,0,0,0,0,0,0,0
5,10,8,7,0,0,0,0,0,0,0,0,0,0,0,0
6,13,11,12,0,0,0,0,0,0,0,0,0,0,0,0
7,12,11,13,0,0,0,0,0,0,0,0,0,0,0,0
8,11,7,10,0,0,0,0,0,0,0,0,0,0,0,0
9,11,8,10,0,0,0,0,0,0,0,0,0,0,0,0
10,9,7,12,0,0,0,0,0,0,0,0,0,0,0,0
11,14,8,16,0,0,0,0,0,0,0,0,0,0,0,0
12,13,10,13,0,0,0,0,0,0,0,0,0,0,0,0
13,12,8,11,0,0,0,0,0,0,0,0,0,0,0,0
14,12,9,11,0,0,0,0,0,0,0,0,0,0,0,0
15,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0
16,13,8,14,0,0,0,0,0,0,0,0,0,0,0,0
17,12,10,15,0,0,0,0,0,0,0,0,0,0,0,0
18,13,10,10,0,0,0,0,0,0,0,0,0,0,0,0
19,11,7,11,0,0,0,0,0,0,0,0,0,0,0,0
20,14,11,13,0,0,0,0,0,0,0,0,0,0,0,0
21,11,4,10,0,0,0,0,0,0,0,0,0,0,0,0
22,12,7,16,0,0,0,0,0,0,0,0,0,0,0,0
23,14,9,16,0,0,0,0,0,0,0,0,0,0,0,0
24,10,5,9,0,0,0,0,0,0,0,0,0,0,0,0
25,11,8,12,0,0,0,0,0,0,0,0,0,0,0,0
26,13,10,16,0,0,0,0,0,0,0,0,0,0,0,0
27,12,9,12,0,0,0,0,0,0,0,0,0,0,0,0
28,13,9,14,0,0,0,0,0,0,0,0,0,0,0,0
29,12,9,13,0,0,0,0,0,0,0,0,0,0,0,0
30,13,9,12,0,0,0,0,0,0,0,0,0,0,0,0
31,10,8,14,0,0,0,0,0,0,0,0,0,0,0,0
32,12,10,11,0,0,0,0,0,0,0,0,0,0,0,0
33,13,9,13,0,0,0,0,0,0,0,0,0,0,0,0
34,11,7,11,0,0,0,0,0,0,0,0,0,0,0,0
35,13,5,11,0,0,0,0,0,0,0,0,0,0,0,0
36,13,12,13,0,0,0,0,0,0,0,0,0,0,0,0
37,13,5,7,0,0,0,0,0,0,0,0,0,0,0,0
38,11,4,13,0,0,0,0,0,0,0,0,0,0,0,0
39,14,12,14,0,0,0,0,0,0,0,0,0,0,0,0
40,10,9,13,0,0,0,0,0,0,0,0,0,0,0,0
41,11,9,11,0,0,0,0,0,0,0,0,0,0,0,0
42,13,5,13,0,0,0,0,0,0,0,0,0,0,0,0
43,11,10,11,0,0,0,0,0,0,0,0,0,0,0,0
44,12,14,9,0,0,0,0,0,0,0,0,0,0,0,0
45,12,9,10,0,0,0,0,0,0,0,0,0,0,0,0
46,12,5,15,0,0,0,0,0,0,0,0,0,0,0,0
47,11,9,13,0,0,0,0,0,0,0,0,0,0,0,0
48,11,7,9,0,0,0,0,0,0,0,0,0,0,0,0
49,12,8,10,0,0,0,0,0,0,0,0,0,0,0,0
50,12,9,12,0,0,0,0,0,0,0,0,0,0,0,0
51,12,9,13,0,0,0,0,0,0,0,0,0,0,0,0
52,11,7,12,0,0,0,0,0,0,0,0,0,0,0,0
53,12,6,13,0,0,0,0,0,0,0,0,0,0,0,0
54,10,8,11,0,0,0,0,0,0,0,0,0,0,0,0
55,11,6,11,0,0,0,0,0,0,0,0,0,0,0,0
56,11,8,11,0,0,0,0,0,0,0,0,0,0,0,0
57,10,6,3,0,0,0,0,0,0,0,0,0,0,0,0
58,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0
59,9,11,8,0,0,0,0,0,0,0,0,0,0,0,0
60,13,10,14,0,0,0,0,0,0,0,0,0,0,0,0
61,11,7,12,0,0,0,0,0,0,0,0,0,0,0,0
62,12,10,9,0,0,0,0,0,0,0,0,0,0,0,0
63,10,6,11,0,0,0,0,0,0,0,0,0,0,0,0
64,11,8,9,0,0,0,0,0,0,0,0,0,0,0,0
65,12,9,13,0,0,0,0,0,0,0,0,0,0,0,0
66,11,9,7,0,0,0,0,0,0,0,0,0,0,0,0
67,11,6,12,0,0,0,0,0,0,0,0,0,0,0,0
68,9,6,6,0,0,0,0,0,0,0,0,0,0,0,0
69,9,6,7,0,0,0,0,0,0,0,0,0,0,0,0
70,8,4,6,0,0,0,0,0,0,0,0,0,0,0,0
71,9,6,10,0,0,0,0,0,0,0,0,0,0,0,0
72,11,5,8,0,0,0,0,0,0,0,0,0,0,0,0
73,11,5,7,0,0,0,0,0,0,0,0,0,0,0,0
74,11,6,9,0,0,0,0,0,0,0,0,0,0,0,0
