ID,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15
MAX,15,15,20,0,0,0,0,0,0,0,0,0,0,0,0
1,12,3,9,0,0,0,0,0,0,0,0,0,0,0,0
2,12,6,2,0,0,0,0,0,0,0,0,0,0,0,0
3,13,15,19,0,0,0,0,0,0,0,0,0,0,0,0
4,13,12,18,0,0,0,0,0,0,0,0,0,0,0,0
5,14,12,20,0,0,0,0,0,0,0,0,0,0,0,0
6,14,15,15,0,0,0,0,0,0,0,0,0,0,0,0
7,15,14,18,0,0,0,0,0,0,0,0,0,0,0,0
8,14,12,18,0,0,0,0,0,0,0,0,0,0,0,0
9,13,15,16,0,0,0,0,0,0,0,0,0,0,0,0
10,13,9,10,0,0,0,0,0,0,0,0,0,0,0,0
11,14,14,20,0,0,0,0,0,0,0,0,0,0,0,0
12,14,15,12,0,0,0,0,0,0,0,0,0,0,0,0
13,13,15,17,0,0,0,0,0,0,0,0,0,0,0,0
14,14,15,17,0,0,0,0,0,0,0,0,0,0,0,0
15,13,13,11,0,0,0,0,0,0,0,0,0,0,0,0
16,13,13,13,0,0,0,0,0,0,0,0,0,0,0,0
17,13,13,18,0,0,0,0,0,0,0,0,0,0,0,0
18,15,15,19,0,0,0,0,0,0,0,0,0,0,0,0
19,11,15,15,0,0,0,0,0,0,0,0,0,0,0,0
20,13,15,16,0,0,0,0,0,0,0,0,0,0,0,0
21,13,13,17,0,0,0,0,0,0,0,0,0,0,0,0
22,14,13,15,0,0,0,0,0,0,0,0,0,0,0,0
23,14,13,18,0,0,0,0,0,0,0,0,0,0,0,0
24,14,12,11,0,0,0,0,0,0,0,0,0,0,0,0
25,14,15,20,0,0,0,0,0,0,0,0,0,0,0,0
26,14,15,20,0,0,0,0,0,0,0,0,0,0,0,0
27,15,15,19,0,0,0,0,0,0,0,0,0,0,0,0
28,14,14,15,0,0,0,0,0,0,0,0,0,0,0,0
29,14,15,19,0,0,0,0,0,0,0,0,0,0,0,0
30,14,14,15,0,0,0,0,0,0,0,0,0,0,0,0
31,12,13,16,0,0,0,0,0,0,0,0,0,0,0,0
32,14,15,12,0,0,0,0,0,0,0,0,0,0,0,0
33,14,15,17,0,0,0,0,0,0,0,0,0,0,0,0
34,14,10,7,0,0,0,0,0,0,0,0,0,0,0,0
35,13,15,19,0,0,0,0,0,0,0,0,0,0,0,0
36,14,15,20,0,0,0,0,0,0,0,0,0,0,0,0
37,11,12,17,0,0,0,0,0,0,0,0,0,0,0,0
38,13,10,20,0,0,0,0,0,0,0,0,0,0,0,0
39,14,15,20,0,0,0,0,0,0,0,0,0,0,0,0
40,14,12,16,0,0,0,0,0,0,0,0,0,0,0,0
41,13,13,15,0,0,0,0,0,0,0,0,0,0,0,0
42,13,12,13,0,0,0,0,0,0,0,0,0,0,0,0
43,13,13,17,0,0,0,0,0,0,0,0,0,0,0,0
44,14,15,19,0,0,0,0,0,0,0,0,0,0,0,0
45,12,13,9,0,0,0,0,0,0,0,0,0,0,0,0
46,13,13,17,0,0,0,0,0,0,0,0,0,0,0,0
47,14,13,17,0,0,0,0,0,0,0,0,0,0,0,0
48,13,12,7,0,0,0,0,0,0,0,0,0,0,0,0
49,14,13,16,0,0,0,0,0,0,0,0,0,0,0,0
50,13,11,7,0,0,0,0,0,0,0,0,0,0,0,0
51,13,15,16,0,0,0,0,0,0,0,0,0,0,0,0
52,14,13,19,0,0,0,0,0,0,0,0,0,0,0,0
53,13,12,17,0,0,0,0,0,0,0,0,0,0,0,0
54,13,13,13,0,0,0,0,0,0,0,0,0,0,0,0
55,12,10,8,0,0,0,0,0,0,0,0,0,0,0,0
56,13,13,17,0,0,0,0,0,0,0,0,0,0,0,0
57,12,9,11,0,0,0,0,0,0,0,0,0,0,0,0
58,11,6,8,0,0,0,0,0,0,0,0,0,0,0,0
59,14,15,7,0,0,0,0,0,0,0,0,0,0,0,0
60,15,14,17,0,0,0,0,0,0,0,0,0,0,0,0
61,12,15,13,0,0,0,0,0,0,0,0,0,0,0,0
62,13,15,17,0,0,0,0,0,0,0,0,0,0,0,0
63,11,14,8,0,0,0,0,0,0,0,0,0,0,0,0
64,11,10,6,0,0,0,0,0,0,0,0,0,0,0,0
65,13,12,11,0,0,0,0,0,0,0,0,0,0,0,0
66,11,12,5,0,0,0,0,0,0,0,0,0,0,0,0
67,13,15,16,0,0,0,0,0,0,0,0,0,0,0,0
68,11,11,5,0,0,0,0,0,0,0,0,0,0,0,0
69,13,14,5,0,0,0,0,0,0,0,0,0,0,0,0
70,13,10,15,0,0,0,0,0,0,0,0,0,0,0,0
71,12,12,13,0,0,0,0,0,0,0,0,0,0,0,0
72,13,13,12,0,0,0,0,0,0,0,0,0,0,0,0
73,13,11,5,0,0,0,0,0,0,0,0,0,0,0,0
74,12,13,12,0,0,0,0,0,0,0,0,0,0,0,0
75,13,12,11,0,0,0,0,0,0,0,0,0,0,0,0
