ID,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15
max,21,12,4,3,0,0,0,0,0,0,0,0,0,0,0
1,10,5,3,3,0,0,0,0,0,0,0,0,0,0,0
2,10,6,3,3,0,0,0,0,0,0,0,0,0,0,0
3,9,3,3,3,0,0,0,0,0,0,0,0,0,0,0
4,10,2,3,2,0,0,0,0,0,0,0,0,0,0,0
5,12,7,4,3,0,0,0,0,0,0,0,0,0,0,0
6,16,6,4,3,0,0,0,0,0,0,0,0,0,0,0
7,6,3,4,1,0,0,0,0,0,0,0,0,0,0,0
8,7,5,4,1,0,0,0,0,0,0,0,0,0,0,0
9,0,2,4,1,0,0,0,0,0,0,0,0,0,0,0
10,9,3,3,3,0,0,0,0,0,0,0,0,0,0,0
11,12,5,4,3,0,0,0,0,0,0,0,0,0,0,0
12,11,4,4,3,0,0,0,0,0,0,0,0,0,0,0
13,9,1,2,2,0,0,0,0,0,0,0,0,0,0,0
14,16,3,3,3,0,0,0,0,0,0,0,0,0,0,0
15,14,5,4,2,0,0,0,0,0,0,0,0,0,0,0
16,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0
17,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0
18,17,7,4,3,0,0,0,0,0,0,0,0,0,0,0
19,7,7,3,2,0,0,0,0,0,0,0,0,0,0,0
20,12,4,2,0,0,0,0,0,0,0,0,0,0,0,0
21,18,9,3,3,0,0,0,0,0,0,0,0,0,0,0
22,12,8,1,3,0,0,0,0,0,0,0,0,0,0,0
23,15,4,2,3,0,0,0,0,0,0,0,0,0,0,0
24,12,9,3,3,0,0,0,0,0,0,0,0,0,0,0
25,14,7,4,3,0,0,0,0,0,0,0,0,0,0,0
26,9,8,3,3,0,0,0,0,0,0,0,0,0,0,0
27,16,8,3,3,0,0,0,0,0,0,0,0,0,0,0
28,11,3,4,3,0,0,0,0,0,0,0,0,0,0,0
29,11,2,3,2,0,0,0,0,0,0,0,0,0,0,0
30,7,5,4,3,0,0,0,0,0,0,0,0,0,0,0
31,10,6,3,2,0,0,0,0,0,0,0,0,0,0,0
32,17,5,3,3,0,0,0,0,0,0,0,0,0,0,0
33,11,7,4,0,0,0,0,0,0,0,0,0,0,0,0
34,19,6,2,3,0,0,0,0,0,0,0,0,0,0,0
35,19,9,4,3,0,0,0,0,0,0,0,0,0,0,0
36,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0
37,13,6,1,0,0,0,0,0,0,0,0,0,0,0,0
38,15,6,4,3,0,0,0,0,0,0,0,0,0,0,0
39,13,4,4,3,0,0,0,0,0,0,0,0,0,0,0
40,14,10,3,2,0,0,0,0,0,0,0,0,0,0,0
41,17,7,4,3,0,0,0,0,0,0,0,0,0,0,0
42,14,4,3,3,0,0,0,0,0,0,0,0,0,0,0
43,11,4,4,3,0,0,0,0,0,0,0,0,0,0,0
44,11,5,4,3,0,0,0,0,0,0,0,0,0,0,0
45,9,8,4,3,0,0,0,0,0,0,0,0,0,0,0
46,17,5,4,3,0,0,0,0,0,0,0,0,0,0,0
47,12,10,4,2,0,0,0,0,0,0,0,0,0,0,0
48,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0
49,18,8,3,2,0,0,0,0,0,0,0,0,0,0,0
50,10,4,4,3,0,0,0,0,0,0,0,0,0,0,0
51,15,7,2,3,0,0,0,0,0,0,0,0,0,0,0
52,11,7,4,3,0,0,0,0,0,0,0,0,0,0,0
53,15,6,4,3,0,0,0,0,0,0,0,0,0,0,0
54,15,8,3,3,0,0,0,0,0,0,0,0,0,0,0
55,16,2,2,3,0,0,0,0,0,0,0,0,0,0,0
56,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0
57,8,3,2,2,0,0,0,0,0,0,0,0,0,0,0
58,10,6,2,1,0,0,0,0,0,0,0,0,0,0,0
59,11,5,3,3,0,0,0,0,0,0,0,0,0,0,0
60,15,5,1,3,0,0,0,0,0,0,0,0,0,0,0
61,16,7,4,3,0,0,0,0,0,0,0,0,0,0,0
62,11,10,4,3,0,0,0,0,0,0,0,0,0,0,0
63,14,4,4,3,0,0,0,0,0,0,0,0,0,0,0
64,12,7,3,3,0,0,0,0,0,0,0,0,0,0,0
65,15,8,4,3,0,0,0,0,0,0,0,0,0,0,0
66,8,6,4,3,0,0,0,0,0,0,0,0,0,0,0
67,10,2,1,1,0,0,0,0,0,0,0,0,0,0,0
68,16,8,3,2,0,0,0,0,0,0,0,0,0,0,0
69,12,8,0,3,0,0,0,0,0,0,0,0,0,0,0
70,12,7,3,3,0,0,0,0,0,0,0,0,0,0,0
71,15,8,3,3,0,0,0,0,0,0,0,0,0,0,0
72,14,3,3,0,0,0,0,0,0,0,0,0,0,0,0
73,12,8,2,3,0,0,0,0,0,0,0,0,0,0,0
74,10,4,2,2,0,0,0,0,0,0,0,0,0,0,0
75,10,8,4,3,0,0,0,0,0,0,0,0,0,0,0
76,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0
77,5,2,4,3,0,0,0,0,0,0,0,0,0,0,0
78,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,15,6,3,3,0,0,0,0,0,0,0,0,0,0,0
80,11,8,4,1,0,0,0,0,0,0,0,0,0,0,0
81,15,5,2,3,0,0,0,0,0,0,0,0,0,0,0
82,9,2,2,3,0,0,0,0,0,0,0,0,0,0,0
83,11,5,4,3,0,0,0,0,0,0,0,0,0,0,0
84,13,3,1,3,0,0,0,0,0,0,0,0,0,0,0
85,10,5,4,2,0,0,0,0,0,0,0,0,0,0,0
86,10,6,2,1,0,0,0,0,0,0,0,0,0,0,0
87,14,8,8,3,0,0,0,0,0,0,0,0,0,0,0
88,6,3,3,3,0,0,0,0,0,0,0,0,0,0,0
89,18,6,2,3,0,0,0,0,0,0,0,0,0,0,0
90,17,10,4,3,0,0,0,0,0,0,0,0,0,0,0
91,10,2,1,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,
