ID,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15
max,15,15,20,0,0,0,0,0,0,0,0,0,0,0,0
1,14,14,16,0,0,0,0,0,0,0,0,0,0,0,0
2,11,10,11,0,0,0,0,0,0,0,0,0,0,0,0
3,11,7,11,0,0,0,0,0,0,0,0,0,0,0,0
4,12,14,12,0,0,0,0,0,0,0,0,0,0,0,0
5,12,10,8,0,0,0,0,0,0,0,0,0,0,0,0
6,9,7,4,0,0,0,0,0,0,0,0,0,0,0,0
7,11,12,15,0,0,0,0,0,0,0,0,0,0,0,0
8,9,14,13,0,0,0,0,0,0,0,0,0,0,0,0
9,13,9,11,0,0,0,0,0,0,0,0,0,0,0,0
10,7,8,8,0,0,0,0,0,0,0,0,0,0,0,0
11,14,8,12,0,0,0,0,0,0,0,0,0,0,0,0
12,10,10,13,0,0,0,0,0,0,0,0,0,0,0,0
13,10,12,3,0,0,0,0,0,0,0,0,0,0,0,0
14,12,13,9,0,0,0,0,0,0,0,0,0,0,0,0
15,12,13,12,0,0,0,0,0,0,0,0,0,0,0,0
16,12,9,7,0,0,0,0,0,0,0,0,0,0,0,0
17,12,13,12,0,0,0,0,0,0,0,0,0,0,0,0
18,11,6,7,0,0,0,0,0,0,0,0,0,0,0,0
19,9,7,11,0,0,0,0,0,0,0,0,0,0,0,0
20,13,12,11,0,0,0,0,0,0,0,0,0,0,0,0
21,12,9,8,0,0,0,0,0,0,0,0,0,0,0,0
22,11,11,10,0,0,0,0,0,0,0,0,0,0,0,0
23,14,11,8,0,0,0,0,0,0,0,0,0,0,0,0
24,11,11,5,0,0,0,0,0,0,0,0,0,0,0,0
25,12,10,11,0,0,0,0,0,0,0,0,0,0,0,0
26,12,12,13,0,0,0,0,0,0,0,0,0,0,0,0
27,12,10,7,0,0,0,0,0,0,0,0,0,0,0,0
28,9,10,9,0,0,0,0,0,0,0,0,0,0,0,0
29,5,10,1,0,0,0,0,0,0,0,0,0,0,0,0
30,12,13,11,0,0,0,0,0,0,0,0,0,0,0,0
31,10,14,13,0,0,0,0,0,0,0,0,0,0,0,0
32,7,11,7,0,0,0,0,0,0,0,0,0,0,0,0
33,11,10,6,0,0,0,0,0,0,0,0,0,0,0,0
34,10,13,9,0,0,0,0,0,0,0,0,0,0,0,0
35,8,11,6,0,0,0,0,0,0,0,0,0,0,0,0
36,13,14,15,0,0,0,0,0,0,0,0,0,0,0,0
37,10,6,8,0,0,0,0,0,0,0,0,0,0,0,0
38,12,6,10,0,0,0,0,0,0,0,0,0,0,0,0
39,13,14,12,0,0,0,0,0,0,0,0,0,0,0,0
40,9,11,10,0,0,0,0,0,0,0,0,0,0,0,0
41,9,9,11,0,0,0,0,0,0,0,0,0,0,0,0
42,13,12,12,0,0,0,0,0,0,0,0,0,0,0,0
43,12,12,15,0,0,0,0,0,0,0,0,0,0,0,0
44,10,11,9,0,0,0,0,0,0,0,0,0,0,0,0
