ID,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15
Max,24,8,8,8,0,0,0,0,0,0,0,0,0,0,0
1,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2,23,7,8,0,0,0,0,0,0,0,0,0,0,0,0
3,20,8,8,0,0,0,0,0,0,0,0,0,0,0,0
4,22,4,6,0,0,0,0,0,0,0,0,0,0,0,0
5,20,8,8,0,0,0,0,0,0,0,0,0,0,0,0
6,15,8,4,0,0,0,0,0,0,0,0,0,0,0,0
7,24,8,8,0,0,0,0,0,0,0,0,0,0,0,0
8,24,8,6,8,0,0,0,0,0,0,0,0,0,0,0
9,22,8,8,0,0,0,0,0,0,0,0,0,0,0,0
10,23,8,8,0,0,0,0,0,0,0,0,0,0,0,0
11,18,8,4,0,0,0,0,0,0,0,0,0,0,0,0
12,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0
13,24,8,8,4,0,0,0,0,0,0,0,0,0,0,0
14,20,8,8,0,0,0,0,0,0,0,0,0,0,0,0
15,24,4,4,0,0,0,0,0,0,0,0,0,0,0,0
16,16,8,6,0,0,0,0,0,0,0,0,0,0,0,0
17,24,8,8,0,0,0,0,0,0,0,0,0,0,0,0
18,19,8,8,0,0,0,0,0,0,0,0,0,0,0,0
19,16,4,3,0,0,0,0,0,0,0,0,0,0,0,0
20,20,4,0,8,0,0,0,0,0,0,0,0,0,0,0
21,22,8,6,0,0,0,0,0,0,0,0,0,0,0,0
22,19,3,3,0,0,0,0,0,0,0,0,0,0,0,0
23,20,8,7,0,0,0,0,0,0,0,0,0,0,0,0
24,20,8,4,0,0,0,0,0,0,0,0,0,0,0,0
25,18,4,3,0,0,0,0,0,0,0,0,0,0,0,0
26,17,8,8,0,0,0,0,0,0,0,0,0,0,0,0
27,19,6,8,0,0,0,0,0,0,0,0,0,0,0,0
28,16,4,8,0,0,0,0,0,0,0,0,0,0,0,0
29,21,6,8,0,0,0,0,0,0,0,0,0,0,0,0
30,20,6,6,0,0,0,0,0,0,0,0,0,0,0,0
31,20,5,4,0,0,0,0,0,0,0,0,0,0,0,0
32,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0
33,17,8,6,0,0,0,0,0,0,0,0,0,0,0,0
34,22,7,4,0,0,0,0,0,0,0,0,0,0,0,0
35,19,8,8,0,0,0,0,0,0,0,0,0,0,0,0
36,13,8,4,0,0,0,0,0,0,0,0,0,0,0,0
37,18,6,4,0,0,0,0,0,0,0,0,0,0,0,0
38,20,8,6,0,0,0,0,0,0,0,0,0,0,0,0
39,24,7,6,0,0,0,0,0,0,0,0,0,0,0,0
40,19,8,0,0,0,0,0,0,0,0,0,0,0,0,0
41,13,3,3,0,0,0,0,0,0,0,0,0,0,0,0
42,10,4,5,0,0,0,0,0,0,0,0,0,0,0,0
43,18,6,6,0,0,0,0,0,0,0,0,0,0,0,0
44,14,8,7,0,0,0,0,0,0,0,0,0,0,0,0
45,14,4,4,0,0,0,0,0,0,0,0,0,0,0,0
46,22,6,8,0,0,0,0,0,0,0,0,0,0,0,0
47,24,6,7,0,0,0,0,0,0,0,0,0,0,0,0
48,22,8,6,0,0,0,0,0,0,0,0,0,0,0,0
49,15,4,0,0,0,0,0,0,0,0,0,0,0,0,0
50,22,6,6,0,0,0,0,0,0,0,0,0,0,0,0
51,19,8,8,0,0,0,0,0,0,0,0,0,0,0,0
52,22,8,8,0,0,0,0,0,0,0,0,0,0,0,0
53,18,8,6,8,0,0,0,0,0,0,0,0,0,0,0
54,17,4,3,0,0,0,0,0,0,0,0,0,0,0,0
55,18,0,0,8,0,0,0,0,0,0,0,0,0,0,0
56,15,2,4,0,0,0,0,0,0,0,0,0,0,0,0
57,19,5,6,0,0,0,0,0,0,0,0,0,0,0,0
58,20,3,3,0,0,0,0,0,0,0,0,0,0,0,0
59,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0
60,15,3,3,0,0,0,0,0,0,0,0,0,0,0,0
61,19,4,3,0,0,0,0,0,0,0,0,0,0,0,0
62,16,8,8,0,0,0,0,0,0,0,0,0,0,0,0
63,16,6,4,2,0,0,0,0,0,0,0,0,0,0,0
64,10,4,4,0,0,0,0,0,0,0,0,0,0,0,0
65,16,4,3,0,0,0,0,0,0,0,0,0,0,0,0
66,19,3,3,0,0,0,0,0,0,0,0,0,0,0,0
67,22,4,4,0,0,0,0,0,0,0,0,0,0,0,0
68,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
69,13,4,2,0,0,0,0,0,0,0,0,0,0,0,0
70,20,4,0,2,0,0,0,0,0,0,0,0,0,0,0
71,18,8,4,0,0,0,0,0,0,0,0,0,0,0,0
72,17,4,3,0,0,0,0,0,0,0,0,0,0,0,0
73,16,4,3,0,0,0,0,0,0,0,0,0,0,0,0
74,14,2,0,4,0,0,0,0,0,0,0,0,0,0,0
75,20,4,0,6,0,0,0,0,0,0,0,0,0,0,0
76,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0
77,13,6,5,0,0,0,0,0,0,0,0,0,0,0,0
78,10,2,0,3,0,0,0,0,0,0,0,0,0,0,0
