ID,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15
Max,15,10,15,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,5,7,0,0,0,0,0,0,0,0,0,0,0,0
5,9,8,7,0,0,0,0,0,0,0,0,0,0,0,0
6,2,6,3,0,0,0,0,0,0,0,0,0,0,0,0
7,11,4,2,0,0,0,0,0,0,0,0,0,0,0,0
8,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0
9,5,4,8,0,0,0,0,0,0,0,0,0,0,0,0
10,5,10,7,0,0,0,0,0,0,0,0,0,0,0,0
11,6,6,9,0,0,0,0,0,0,0,0,0,0,0,0
12,9,9,7,0,0,0,0,0,0,0,0,0,0,0,0
13,8,9,7,0,0,0,0,0,0,0,0,0,0,0,0
14,8,4,13,0,0,0,0,0,0,0,0,0,0,0,0
15,6,6,2,0,0,0,0,0,0,0,0,0,0,0,0
16,7,9,6,0,0,0,0,0,0,0,0,0,0,0,0
17,6,5,9,0,0,0,0,0,0,0,0,0,0,0,0
18,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
19,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0
20,6,8,7,0,0,0,0,0,0,0,0,0,0,0,0
21,10,8,1,0,0,0,0,0,0,0,0,0,0,0,0
22,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0
23,5,9,8,0,0,0,0,0,0,0,0,0,0,0,0
24,8,10,12,0,0,0,0,0,0,0,0,0,0,0,0
25,10,5,8,0,0,0,0,0,0,0,0,0,0,0,0
26,6,7,6,0,0,0,0,0,0,0,0,0,0,0,0
27,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0
28,12,5,4,0,0,0,0,0,0,0,0,0,0,0,0
29,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0
30,5,10,9,0,0,0,0,0,0,0,0,0,0,0,0
31,13,9,10,0,0,0,0,0,0,0,0,0,0,0,0
32,8,7,4,0,0,0,0,0,0,0,0,0,0,0,0
33,7,8,5,0,0,0,0,0,0,0,0,0,0,0,0
34,7,6,12,0,0,0,0,0,0,0,0,0,0,0,0
35,7,10,13,0,0,0,0,0,0,0,0,0,0,0,0
36,7,9,7,0,0,0,0,0,0,0,0,0,0,0,0
37,11,8,10,0,0,0,0,0,0,0,0,0,0,0,0
38,10,9,7,0,0,0,0,0,0,0,0,0,0,0,0
39,3,10,8,0,0,0,0,0,0,0,0,0,0,0,0
40,8,6,5,0,0,0,0,0,0,0,0,0,0,0,0
41,3,7,7,0,0,0,0,0,0,0,0,0,0,0,0
42,8,7,7,0,0,0,0,0,0,0,0,0,0,0,0
43,9,8,8,0,0,0,0,0,0,0,0,0,0,0,0
44,6,8,10,0,0,0,0,0,0,0,0,0,0,0,0
45,15,10,13,0,0,0,0,0,0,0,0,0,0,0,0
46,9,9,5,0,0,0,0,0,0,0,0,0,0,0,0
47,8,9,7,0,0,0,0,0,0,0,0,0,0,0,0
48,10,9,4,0,0,0,0,0,0,0,0,0,0,0,0
49,8,9,8,0,0,0,0,0,0,0,0,0,0,0,0
50,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0
51,5,7,5,0,0,0,0,0,0,0,0,0,0,0,0
52,10,9,6,0,0,0,0,0,0,0,0,0,0,0,0
53,12,7,6,0,0,0,0,0,0,0,0,0,0,0,0
54,14,9,10,0,0,0,0,0,0,0,0,0,0,0,0
55,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0
56,5,9,5,0,0,0,0,0,0,0,0,0,0,0,0
57,2,9,7,0,0,0,0,0,0,0,0,0,0,0,0
58,6,9,7,0,0,0,0,0,0,0,0,0,0,0,0
59,6,5,3,0,0,0,0,0,0,0,0,0,0,0,0
60,10,8,12,0,0,0,0,0,0,0,0,0,0,0,0
61,8,6,4,0,0,0,0,0,0,0,0,0,0,0,0
62,10,6,9,0,0,0,0,0,0,0,0,0,0,0,0
63,5,4,5,0,0,0,0,0,0,0,0,0,0,0,0
64,7,10,2,0,0,0,0,0,0,0,0,0,0,0,0
65,5,7,3,0,0,0,0,0,0,0,0,0,0,0,0
66,11,7,10,0,0,0,0,0,0,0,0,0,0,0,0
67,10,8,12,0,0,0,0,0,0,0,0,0,0,0,0
68,6,5,4,0,0,0,0,0,0,0,0,0,0,0,0
69,9,10,8,0,0,0,0,0,0,0,0,0,0,0,0
70,9,6,4,0,0,0,0,0,0,0,0,0,0,0,0
71,8,4,4,0,0,0,0,0,0,0,0,0,0,0,0
72,14,9,5,0,0,0,0,0,0,0,0,0,0,0,0
73,5,4,8,0,0,0,0,0,0,0,0,0,0,0,0
74,4,9,8,0,0,0,0,0,0,0,0,0,0,0,0
75,3,4,8,0,0,0,0,0,0,0,0,0,0,0,0
76,6,4,5,0,0,0,0,0,0,0,0,0,0,0,0
77,7,10,7,0,0,0,0,0,0,0,0,0,0,0,0
78,8,9,8,0,0,0,0,0,0,0,0,0,0,0,0
79,10,9,6,0,0,0,0,0,0,0,0,0,0,0,0
80,4,10,5,0,0,0,0,0,0,0,0,0,0,0,0
