ID,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15
Max,6,7,7,0,0,0,0,0,0,0,0,0,0,0,0
1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,6,4,4,0,0,0,0,0,0,0,0,0,0,0,0
5,5,4,5,0,0,0,0,0,0,0,0,0,0,0,0
6,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0
7,3,2,5,0,0,0,0,0,0,0,0,0,0,0,0
8,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
10,6,4,5,0,0,0,0,0,0,0,0,0,0,0,0
11,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0
12,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0
13,6,4,5,0,0,0,0,0,0,0,0,0,0,0,0
14,3,2,4,0,0,0,0,0,0,0,0,0,0,0,0
15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0
17,6,4,4,0,0,0,0,0,0,0,0,0,0,0,0
18,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0
19,6,4,5,0,0,0,0,0,0,0,0,0,0,0,0
20,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
21,6,5,5,0,0,0,0,0,0,0,0,0,0,0,0
22,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0
23,6,5,3,0,0,0,0,0,0,0,0,0,0,0,0
24,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0
25,6,5,5,0,0,0,0,0,0,0,0,0,0,0,0
26,6,4,4,0,0,0,0,0,0,0,0,0,0,0,0
27,6,4,5,0,0,0,0,0,0,0,0,0,0,0,0
28,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0
29,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0
30,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0
31,6,6,5,0,0,0,0,0,0,0,0,0,0,0,0
32,5,3,5,0,0,0,0,0,0,0,0,0,0,0,0
33,6,5,5,0,0,0,0,0,0,0,0,0,0,0,0
34,5,3,5,0,0,0,0,0,0,0,0,0,0,0,0
35,3,4,5,0,0,0,0,0,0,0,0,0,0,0,0
36,6,4,5,0,0,0,0,0,0,0,0,0,0,0,0
37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,6,5,5,0,0,0,0,0,0,0,0,0,0,0,0
39,6,4,4,0,0,0,0,0,0,0,0,0,0,0,0
40,6,4,5,0,0,0,0,0,0,0,0,0,0,0,0
41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,6,4,5,0,0,0,0,0,0,0,0,0,0,0,0
43,6,5,2,0,0,0,0,0,0,0,0,0,0,0,0
44,6,5,4,0,0,0,0,0,0,0,0,0,0,0,0
45,6,2,5,0,0,0,0,0,0,0,0,0,0,0,0
46,6,5,5,0,0,0,0,0,0,0,0,0,0,0,0
47,6,5,6,0,0,0,0,0,0,0,0,0,0,0,0
48,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0
49,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0
50,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0
51,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0
52,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0
53,6,4,6,0,0,0,0,0,0,0,0,0,0,0,0
54,6,5,5,0,0,0,0,0,0,0,0,0,0,0,0
55,6,5,4,0,0,0,0,0,0,0,0,0,0,0,0
56,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0
57,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0
58,6,5,4,0,0,0,0,0,0,0,0,0,0,0,0
59,6,1,4,0,0,0,0,0,0,0,0,0,0,0,0
60,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0
61,6,7,6,0,0,0,0,0,0,0,0,0,0,0,0
62,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0
63,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0
64,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0
65,6,5,6,0,0,0,0,0,0,0,0,0,0,0,0
66,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0
67,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
68,6,4,5,0,0,0,0,0,0,0,0,0,0,0,0
69,5,4,6,0,0,0,0,0,0,0,0,0,0,0,0
70,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0
71,6,2,4,0,0,0,0,0,0,0,0,0,0,0,0
72,3,2,4,0,0,0,0,0,0,0,0,0,0,0,0
73,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0
74,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0
