ID,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15
75,2,4,5,0,0,0,0,0,0,0,0,0,0,0,0
76,6,6,5,0,0,0,0,0,0,0,0,0,0,0,0
77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
79,6,5,5,0,0,0,0,0,0,0,0,0,0,0,0
80,6,7,5,0,0,0,0,0,0,0,0,0,0,0,0
81,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0
82,6,4,7,0,0,0,0,0,0,0,0,0,0,0,0
83,6,4,4,0,0,0,0,0,0,0,0,0,0,0,0
84,3,2,4,0,0,0,0,0,0,0,0,0,0,0,0
85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,6,7,4,0,0,0,0,0,0,0,0,0,0,0,0
87,6,4,7,0,0,0,0,0,0,0,0,0,0,0,0
88,6,6,5,0,0,0,0,0,0,0,0,0,0,0,0
89,6,5,4,0,0,0,0,0,0,0,0,0,0,0,0
