ID,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15
max,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0
1,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0
2,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0
3,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0
4,16,15,0,0,0,0,0,0,0,0,0,0,0,0,0
5,15,16,0,0,0,0,0,0,0,0,0,0,0,0,0
6,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0
7,16,14,0,0,0,0,0,0,0,0,0,0,0,0,0
8,13,16,0,0,0,0,0,0,0,0,0,0,0,0,0
9,13,11,0,0,0,0,0,0,0,0,0,0,0,0,0
10,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0
11,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0
12,18,14,0,0,0,0,0,0,0,0,0,0,0,0,0
13,17,16,0,0,0,0,0,0,0,0,0,0,0,0,0
14,13,14,0,0,0,0,0,0,0,0,0,0,0,0,0
15,15,14,0,0,0,0,0,0,0,0,0,0,0,0,0
16,15,14,0,0,0,0,0,0,0,0,0,0,0,0,0
17,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0
18,15,14,0,0,0,0,0,0,0,0,0,0,0,0,0
19,17,14,0,0,0,0,0,0,0,0,0,0,0,0,0
20,15,12,0,0,0,0,0,0,0,0,0,0,0,0,0
21,16,18,0,0,0,0,0,0,0,0,0,0,0,0,0
22,10,16,0,0,0,0,0,0,0,0,0,0,0,0,0
23,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0
24,13,14,0,0,0,0,0,0,0,0,0,0,0,0,0
25,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0
26,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0
27,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0
28,14,15,0,0,0,0,0,0,0,0,0,0,0,0,0
29,10,14,0,0,0,0,0,0,0,0,0,0,0,0,0
30,16,13,0,0,0,0,0,0,0,0,0,0,0,0,0
31,13,15,0,0,0,0,0,0,0,0,0,0,0,0,0
32,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0
33,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0
34,15,14,0,0,0,0,0,0,0,0,0,0,0,0,0
35,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0
36,11,9,0,0,0,0,0,0,0,0,0,0,0,0,0
37,14,16,0,0,0,0,0,0,0,0,0,0,0,0,0
38,13,16,0,0,0,0,0,0,0,0,0,0,0,0,0
39,12,14,0,0,0,0,0,0,0,0,0,0,0,0,0
40,15,14,0,0,0,0,0,0,0,0,0,0,0,0,0
41,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
42,13,10,0,0,0,0,0,0,0,0,0,0,0,0,0
43,11,13,0,0,0,0,0,0,0,0,0,0,0,0,0
44,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0
45,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0
46,15,17,0,0,0,0,0,0,0,0,0,0,0,0,0
47,14,16,0,0,0,0,0,0,0,0,0,0,0,0,0
48,13,15,0,0,0,0,0,0,0,0,0,0,0,0,0
49,14,15,0,0,0,0,0,0,0,0,0,0,0,0,0
50,16,14,0,0,0,0,0,0,0,0,0,0,0,0,0
51,15,17,0,0,0,0,0,0,0,0,0,0,0,0,0
52,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0
53,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0
54,14,12,0,0,0,0,0,0,0,0,0,0,0,0,0
55,14,16,0,0,0,0,0,0,0,0,0,0,0,0,0
56,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0
57,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0
58,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0
59,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0
60,15,14,0,0,0,0,0,0,0,0,0,0,0,0,0
61,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0
62,15,14,0,0,0,0,0,0,0,0,0,0,0,0,0
63,11,16,0,0,0,0,0,0,0,0,0,0,0,0,0
64,16,15,0,0,0,0,0,0,0,0,0,0,0,0,0
65,16,15,0,0,0,0,0,0,0,0,0,0,0,0,0
66,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0
67,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0
68,18,17,0,0,0,0,0,0,0,0,0,0,0,0,0
69,15,14,0,0,0,0,0,0,0,0,0,0,0,0,0
70,12,15,0,0,0,0,0,0,0,0,0,0,0,0,0
71,13,16,0,0,0,0,0,0,0,0,0,0,0,0,0
72,14,16,0,0,0,0,0,0,0,0,0,0,0,0,0
73,13,15,0,0,0,0,0,0,0,0,0,0,0,0,0
74,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0
75,16,15,0,0,0,0,0,0,0,0,0,0,0,0,0
76,11,8,0,0,0,0,0,0,0,0,0,0,0,0,0
77,13,14,0,0,0,0,0,0,0,0,0,0,0,0,0
78,13,15,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
