ID,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15
max,15,15,20,0,0,0,0,0,0,0,0,0,0,0,0
1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0
2,12,11,6,0,0,0,0,0,0,0,0,0,0,0,0
3,12,11,7,0,0,0,0,0,0,0,0,0,0,0,0
4,13,12,12,0,0,0,0,0,0,0,0,0,0,0,0
5,13,14,12,0,0,0,0,0,0,0,0,0,0,0,0
6,10,12,9,0,0,0,0,0,0,0,0,0,0,0,0
7,13,13,12,0,0,0,0,0,0,0,0,0,0,0,0
8,9,7,9,0,0,0,0,0,0,0,0,0,0,0,0
9,13,12,9,0,0,0,0,0,0,0,0,0,0,0,0
10,13,13,10,0,0,0,0,0,0,0,0,0,0,0,0
11,11,9,3,0,0,0,0,0,0,0,0,0,0,0,0
12,14,13,13,0,0,0,0,0,0,0,0,0,0,0,0
13,13,11,10,0,0,0,0,0,0,0,0,0,0,0,0
14,9,8,10,0,0,0,0,0,0,0,0,0,0,0,0
15,11,11,7,0,0,0,0,0,0,0,0,0,0,0,0
16,14,9,10,0,0,0,0,0,0,0,0,0,0,0,0
17,12,12,11,0,0,0,0,0,0,0,0,0,0,0,0
18,13,11,10,0,0,0,0,0,0,0,0,0,0,0,0
19,9,7,7,0,0,0,0,0,0,0,0,0,0,0,0
20,13,10,10,0,0,0,0,0,0,0,0,0,0,0,0
21,14,11,10,0,0,0,0,0,0,0,0,0,0,0,0
22,12,11,9,0,0,0,0,0,0,0,0,0,0,0,0
23,12,13,11,0,0,0,0,0,0,0,0,0,0,0,0
24,14,14,10,0,0,0,0,0,0,0,0,0,0,0,0
25,12,13,8,0,0,0,0,0,0,0,0,0,0,0,0
26,13,10,8,0,0,0,0,0,0,0,0,0,0,0,0
27,9,9,6,0,0,0,0,0,0,0,0,0,0,0,0
28,13,12,12,0,0,0,0,0,0,0,0,0,0,0,0
29,11,12,8,0,0,0,0,0,0,0,0,0,0,0,0
30,14,11,10,0,0,0,0,0,0,0,0,0,0,0,0
31,13,14,10,0,0,0,0,0,0,0,0,0,0,0,0
32,13,11,10,0,0,0,0,0,0,0,0,0,0,0,0
33,13,12,10,0,0,0,0,0,0,0,0,0,0,0,0
34,13,10,8,0,0,0,0,0,0,0,0,0,0,0,0
35,13,8,9,0,0,0,0,0,0,0,0,0,0,0,0
36,12,7,8,0,0,0,0,0,0,0,0,0,0,0,0
37,13,13,11,0,0,0,0,0,0,0,0,0,0,0,0
38,14,12,10,0,0,0,0,0,0,0,0,0,0,0,0
39,12,10,10,0,0,0,0,0,0,0,0,0,0,0,0
40,11,9,9,0,0,0,0,0,0,0,0,0,0,0,0
41,11,9,9,0,0,0,0,0,0,0,0,0,0,0,0
42,11,12,9,0,0,0,0,0,0,0,0,0,0,0,0
43,12,11,6,0,0,0,0,0,0,0,0,0,0,0,0
44,14,10,11,0,0,0,0,0,0,0,0,0,0,0,0
45,12,6,11,0,0,0,0,0,0,0,0,0,0,0,0
46,14,11,10,0,0,0,0,0,0,0,0,0,0,0,0
47,10,9,5,0,0,0,0,0,0,0,0,0,0,0,0
48,11,6,8,0,0,0,0,0,0,0,0,0,0,0,0
49,11,6,9,0,0,0,0,0,0,0,0,0,0,0,0
50,11,9,12,0,0,0,0,0,0,0,0,0,0,0,0
51,13,11,5,0,0,0,0,0,0,0,0,0,0,0,0
52,9,6,7,0,0,0,0,0,0,0,0,0,0,0,0
53,12,10,11,0,0,0,0,0,0,0,0,0,0,0,0
54,9,1,6,0,0,0,0,0,0,0,0,0,0,0,0
55,9,8,11,0,0,0,0,0,0,0,0,0,0,0,0
56,11,10,11,0,0,0,0,0,0,0,0,0,0,0,0
57,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0
58,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
59,13,9,6,0,0,0,0,0,0,0,0,0,0,0,0
60,12,9,13,0,0,0,0,0,0,0,0,0,0,0,0
61,11,8,1,0,0,0,0,0,0,0,0,0,0,0,0
62,12,10,8,0,0,0,0,0,0,0,0,0,0,0,0
63,12,6,8,0,0,0,0,0,0,0,0,0,0,0,0
64,14,12,10,0,0,0,0,0,0,0,0,0,0,0,0
65,5,4,8,0,0,0,0,0,0,0,0,0,0,0,0
66,12,11,10,0,0,0,0,0,0,0,0,0,0,0,0
67,11,8,4,0,0,0,0,0,0,0,0,0,0,0,0
68,12,7,10,0,0,0,0,0,0,0,0,0,0,0,0
69,12,8,11,0,0,0,0,0,0,0,0,0,0,0,0
70,12,8,8,0,0,0,0,0,0,0,0,0,0,0,0
71,11,9,9,0,0,0,0,0,0,0,0,0,0,0,0
72,6,3,5,0,0,0,0,0,0,0,0,0,0,0,0
73,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0
74,10,3,8,0,0,0,0,0,0,0,0,0,0,0,0
75,10,6,11,0,0,0,0,0,0,0,0,0,0,0,0
76,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0
77,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0
78,8,10,2,0,0,0,0,0,0,0,0,0,0,0,0
