ID,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15
MAX,15,15,20,,,,,,,,,,,,
13CHE2001,13,14,19,,,,,,,,,,,,
13CHE2003,14,12,13,,,,,,,,,,,,
13CHE2004,13,9,14,,,,,,,,,,,,
13CHE2005,13,12,10,,,,,,,,,,,,
13CHE2006,12,14,17,,,,,,,,,,,,
13CHE2007,13,11,11,,,,,,,,,,,,
13CHE2008,11,13,11,,,,,,,,,,,,
13CHE2009,0,0,0,,,,,,,,,,,,
13CHE2011,13,14,13,,,,,,,,,,,,
13CHE2013,15,12,17,,,,,,,,,,,,
13CHE2015,14,13,10,,,,,,,,,,,,
13CHE2017,15,13,12,,,,,,,,,,,,
13CHE2018,14,13,18,,,,,,,,,,,,
13CHE2019,12,13,17,,,,,,,,,,,,
13CHE2020,12,8,12,,,,,,,,,,,,
13CHE2021,14,11,18,,,,,,,,,,,,
13CHE2022,14,12,17,,,,,,,,,,,,
13CHE2024,15,12,17,,,,,,,,,,,,
13CHE2025,14,13,17,,,,,,,,,,,,
13CHE2026,14,12,18,,,,,,,,,,,,
13CHE2028,12,12,13,,,,,,,,,,,,
13CHE2029,14,12,13,,,,,,,,,,,,
13CHE2032,15,12,18,,,,,,,,,,,,
13CHE2033,13,12,19,,,,,,,,,,,,
13CHE2034,12,12,10,,,,,,,,,,,,
13CHE2035,14,11,14,,,,,,,,,,,,
13CHE2036,14,12,19,,,,,,,,,,,,
13CHE2037,13,10,14,,,,,,,,,,,,
13CHE2038,14,12,19,,,,,,,,,,,,
13CHE2039,10,10,10,,,,,,,,,,,,
13CHE2040,13,13,17,,,,,,,,,,,,
13CHE2041,12,12,9,,,,,,,,,,,,
13CHE3001,13,11,15,,,,,,,,,,,,
